x,y,inside
0.78998655,0.17904247,1
0.17353202,0.21257801,1
0.55852842,0.73667777,1
0.63151723,0.23501101,1
0.01220019,0.77897328,1
0.50423527,0.10785785,1
0.77214837,0.31577331,1
0.69263083,0.52791786,1
0.52041382,0.18674047,1
0.06643295,0.86118907,1
0.05299448,0.49272799,1
0.63797355,0.20214289,1
0.74386764,0.87101430,0
0.67637205,0.24348705,1
0.20150897,0.74905306,1
0.10230466,0.03312251,1
0.92448670,0.54278815,0
0.11227739,0.54300272,1
0.33574584,0.30228931,1
0.11302413,0.67917782,1
0.74278057,0.92853212,0
0.39085135,0.29382935,1
0.20308229,0.33102414,1
0.08571580,0.87080193,1
0.89452958,0.93114632,0
0.02668974,0.75199562,1
0.69608563,0.13534528,1
0.37517565,0.61668867,1
0.98374015,0.25415611,0
0.37208587,0.39048466,1
0.35379457,0.46191922,1
0.44278497,0.89039057,1
0.39262673,0.85371274,1
0.69492441,0.83156168,0
0.91087425,0.70248520,0
0.12587619,0.75240153,1
0.45484075,0.87011737,1
0.20203584,0.03332572,1
0.40446258,0.82495040,1
0.63500226,0.45389777,1
0.17016757,0.49983153,1
0.67016262,0.34720728,1
0.84514934,0.59024996,0
0.73990554,0.51769429,1
0.36056691,0.33904663,1
0.25152811,0.54182351,1
0.43202412,0.55662435,1
0.23561038,0.32887894,1
0.45924205,0.52154326,1
0.19519235,0.52145624,1
0.47306544,0.45839792,1
0.55234325,0.59153020,1
0.54371041,0.31486675,1
0.34928873,0.36808380,1
0.24403751,0.08462033,1
0.73622721,0.89361817,0
0.90190428,0.53199875,0
0.77525324,0.72716510,0
0.74354565,0.49439964,1
0.69796795,0.13330144,1
0.88013065,0.31832731,1
0.00719531,0.48499867,1
0.06139098,0.89447045,1
0.20307815,0.12734491,1
0.64144617,0.98148584,0
0.27453634,0.82634079,1
0.44015354,0.86982924,1
0.53041804,0.51792759,1
0.36530569,0.41159508,1
0.65668112,0.71723038,1
0.75148761,0.84375048,0
0.82774484,0.92977244,0
0.29093713,0.78650248,1
0.23847416,0.57804942,1
0.23568325,0.17584956,1
0.96222073,0.25861281,1
0.85666150,0.69845468,0
0.20299053,0.50729203,1
0.34400693,0.47175285,1
0.79004997,0.32228419,1
0.70421880,0.77105802,0
0.58695871,0.75031674,1
0.53200674,0.55842233,1
0.16172905,0.18824428,1
0.30190334,0.29940507,1
0.69604129,0.14635187,1
0.33737221,0.59150797,1
0.78528154,0.93768692,0
0.44084322,0.67198414,1
0.48257864,0.48299387,1
0.68300599,0.63285387,1
0.99648142,0.26995468,0
0.42501101,0.26190385,1
0.19512026,0.70257401,1
0.22190367,0.18046626,1
0.01343708,0.83453709,1
0.55618197,0.00533004,1
0.87690771,0.23524691,1
0.70321971,0.63832986,1
0.04965364,0.30588061,1
0.39680049,0.63605750,1
0.31665385,0.92730647,1
0.40813857,0.01862748,1
0.21357094,0.86460459,1
0.60050052,0.49499962,1
0.07565211,0.42625594,1
0.09967034,0.35542384,1
0.69878358,0.40521482,1
0.24711788,0.99137759,0
0.58321530,0.10616161,1
0.05280182,0.56870443,1
0.87131768,0.60396868,0
0.58572847,0.84892142,0
0.08485240,0.56180024,1
0.18604538,0.20738468,1
0.22466211,0.36609504,1
0.69643140,0.10169104,1
0.51414484,0.47457147,1
0.17254639,0.26396394,1
0.23123273,0.08126701,1
0.93628293,0.09137791,1
0.67178226,0.79211920,0
0.51098490,0.51075816,1
0.62606215,0.86919773,0
0.72620881,0.33794996,1
0.59121060,0.52396876,1
0.09237104,0.03841648,1
0.85139096,0.79218578,0
0.64717615,0.08810428,1
0.04257993,0.90482032,1
0.23376888,0.73874402,1
0.69824386,0.02354787,1
0.71852225,0.47849956,1
0.39828634,0.85892415,1
0.59992874,0.33952942,1
0.87274647,0.50961071,0
0.17568702,0.65710539,1
0.65164399,0.17571323,1
0.05248510,0.93804753,1
0.18922089,0.22996302,1
0.34462199,0.43322182,1
0.21187897,0.93561304,1
0.64223313,0.18874505,1
0.23130381,0.09769450,1
0.87863469,0.85230249,0
0.67726970,0.88993281,0
0.47838205,0.32858309,1
0.56990945,0.91663677,0
0.57749557,0.95894790,0
0.46828574,0.85935515,1
0.97564608,0.29444596,0
0.46456495,0.12469538,1
0.77375859,0.39569846,1
0.15517275,0.39042091,1
0.44642830,0.54392421,1
0.23813446,0.74974203,1
0.81923574,0.90454924,0
0.96251881,0.98124111,0
0.95192605,0.90488195,0
0.40415660,0.17702441,1
0.26931229,0.91394675,1
0.01433489,0.14503805,1
0.70806378,0.34481645,1
0.28620130,0.51910800,1
0.07826388,0.18631630,1
0.36182037,0.42172632,1
0.09494761,0.80097586,1
0.27440521,0.18382443,1
0.60253739,0.92342108,0
0.36470306,0.45481694,1
0.74653029,0.52991682,1
0.24113274,0.99984169,0
0.53304029,0.53844064,1
0.97582459,0.10034476,1
0.23800381,0.10974394,1
0.77731019,0.60078973,1
0.07199991,0.15010193,1
0.87718087,0.76690745,0
0.28045070,0.87065583,1
0.50285846,0.93057835,0
0.52439916,0.90786040,0
0.87376416,0.86983651,0
0.23728053,0.85423023,1
0.01064871,0.70158559,1
0.05315286,0.12557672,1
0.68187809,0.67634493,1
0.90194356,0.41271627,1
0.68097478,0.53679359,1
0.25625971,0.83772457,1
0.41758049,0.42327994,1
0.78160924,0.18986650,1
0.07259481,0.71237171,1
0.19531728,0.04548921,1
0.82612109,0.45517430,1
0.27647221,0.72414666,1
0.18753816,0.42454299,1
0.45752850,0.60224599,1
0.84474313,0.44711488,1
0.71658802,0.78825116,0
0.51725698,0.05234266,1
0.04821832,0.48981708,1
0.50132060,0.48774883,1
0.62353754,0.92559457,0
0.52673250,0.54740572,1
0.90596080,0.04640666,1
0.62049276,0.14229050,1
0.79118556,0.44166028,1
0.17231514,0.09677920,1
0.34058049,0.36109465,1
0.98582572,0.96985877,0
0.31810945,0.39206979,1
0.35759214,0.30748525,1
0.99872571,0.53498149,0
0.75471997,0.68379229,0
0.91134131,0.42312372,0
0.43189365,0.36860093,1
0.81267089,0.39671126,1
0.35285497,0.26426396,1
0.69524193,0.91965234,0
0.03141770,0.58289266,1
0.93933439,0.54612738,0
0.53628880,0.73579383,1
0.40653405,0.66170210,1
0.76544499,0.24516860,1
0.49309626,0.48783714,1
0.93727869,0.81424963,0
0.66750884,0.97409582,0
0.51418245,0.77088565,1
0.59086639,0.41118422,1
0.96372801,0.50505769,0
0.09698477,0.54961431,1
0.15656568,0.11086015,1
0.89628816,0.27402797,1
0.82337159,0.05559068,1
0.87294245,0.76959127,0
0.82653832,0.69255793,0
0.38685825,0.18322711,1
0.96465731,0.21164273,1
0.82924891,0.40080702,1
0.01317663,0.02986396,1
0.75975668,0.36808282,1
0.11444439,0.00357750,1
0.80966407,0.75505722,0
0.29292151,0.59935498,1
0.51155776,0.29419383,1
0.63718408,0.28884906,1
0.18808937,0.58354169,1
0.84900635,0.50137913,1
0.25473452,0.47360611,1
0.03977459,0.98209947,1
0.99542654,0.39820242,0
0.88035631,0.58281630,0
0.47471198,0.86757463,1
0.74522215,0.60052347,1
0.11269713,0.02742813,1
0.02412621,0.85613453,1
0.01493409,0.87793797,1
0.31989300,0.31996006,1
0.39345470,0.68676096,1
0.22422296,0.42234170,1
0.23510100,0.20893972,1
0.97678840,0.44371411,0
0.02227390,0.82484293,1
0.17862865,0.13102207,1
0.97052562,0.81163645,0
0.68806559,0.07173122,1
0.68717635,0.87178707,0
0.36421737,0.58322787,1
0.86151075,0.36923844,1
0.07917060,0.71990669,1
0.63157827,0.28519711,1
0.04066109,0.63461858,1
0.22482271,0.47569302,1
0.75739944,0.07536451,1
0.68707639,0.88490725,0
0.46747380,0.31075808,1
0.09646673,0.88433611,1
0.53029311,0.69679213,1
0.06680933,0.28064576,1
0.73104417,0.62149876,1
0.27169544,0.28140062,1
0.59423351,0.67887336,1
0.35503960,0.17200239,1
0.78667665,0.08606023,1
0.02482042,0.01485755,1
0.14249229,0.58939362,1
0.91191399,0.82298940,0
0.14913060,0.70893192,1
0.36399359,0.82229453,1
0.96988124,0.27394962,0
0.30759326,0.69229221,1
0.23872924,0.83992743,1
0.18746290,0.36672676,1
0.55906880,0.20293379,1
0.14248964,0.15080115,1
0.96386319,0.10976037,1
0.57815021,0.74579865,1
0.23546939,0.22239026,1
0.79747081,0.85379261,0
0.00819624,0.46793929,1
0.27374467,0.84159565,1
0.82783538,0.28038001,1
0.19861828,0.76081663,1
0.64059156,0.28125817,1
0.75255364,0.25887361,1
0.58552223,0.72336006,1
0.54350859,0.12270594,1
0.27809173,0.38267267,1
0.40224403,0.53922141,1
0.27836233,0.35893238,1
0.24945274,0.87321872,1
0.23917510,0.32592750,1
0.96689755,0.66214186,0
0.37624452,0.61715639,1
0.89202905,0.13627049,1
0.95792800,0.17250121,1
0.48509672,0.58749497,1
0.91113514,0.07937128,1
0.80783838,0.53367829,1
0.68987864,0.71880561,1
0.48058650,0.89415336,0
0.41931140,0.86194932,1
0.43312943,0.02541696,1
0.61130816,0.89394611,0
0.31544396,0.83453673,1
0.41147974,0.30915195,1
0.44680050,0.25778237,1
0.44070509,0.87836057,1
0.84007156,0.01233570,1
0.58198941,0.51791853,1
0.92179942,0.86967313,0
0.52196252,0.90469301,0
0.66997498,0.14195848,1
0.33024067,0.47766006,1
0.52568239,0.54056013,1
0.62895370,0.90991569,0
0.63038146,0.07053079,1
0.20927420,0.07297878,1
0.92172748,0.65469450,0
0.11823864,0.98340696,1
0.29503784,0.59981376,1
0.94112957,0.88609350,0
0.57030529,0.44328901,1
0.60054052,0.57231265,1
0.99193895,0.99322093,0
0.27947104,0.70790178,1
0.23112133,0.13653563,1
0.06599459,0.86392456,1
0.23059343,0.45884579,1
0.71199894,0.65413934,1
0.38439873,0.56873161,1
0.40711349,0.79692954,1
0.07773206,0.71060765,1
0.36795536,0.59760678,1
0.97534806,0.21342520,1
0.38772291,0.73412621,1
0.84311748,0.75865769,0
0.95405614,0.72901320,0
0.08548591,0.41420159,1
0.48114914,0.16327646,1
0.50059551,0.82852912,1
0.91992366,0.32659683,1
0.02945411,0.44762629,1
0.31030470,0.48924360,1
0.40505254,0.75511146,1
0.19247639,0.86443490,1
0.50694203,0.18420854,1
0.04988431,0.70309538,1
0.79491854,0.42629328,1
0.00559381,0.51471299,1
0.55928010,0.77855510,1
0.05453310,0.02109327,1
0.58189756,0.81618768,0
0.50116009,0.99830371,0
0.46142715,0.87274134,1
0.77977008,0.99418622,0
0.67196399,0.25682405,1
0.23768425,0.12367186,1
0.92629927,0.30411378,1
0.38187039,0.70539862,1
0.70553344,0.46194094,1
0.02998266,0.53552496,1
0.31766707,0.35651648,1
0.17056789,0.50322938,1
0.08239328,0.23237091,1
0.91302663,0.23596257,1
0.05049793,0.35479754,1
0.41310364,0.34535024,1
0.18058632,0.90898216,1
0.91200197,0.02156023,1
0.62163907,0.40532413,1
0.99896193,0.84691387,0
0.21703143,0.97409177,1
0.36151496,0.65753615,1
0.40453711,0.19481874,1
0.65757996,0.27332503,1
0.31964901,0.48573321,1
0.53156930,0.01803480,1
0.03214283,0.67174131,1
0.91304350,0.99105865,0
0.65993363,0.62716681,1
0.03197290,0.86286163,1
0.47676486,0.68793488,1
0.08786741,0.27713150,1
0.38683173,0.30329552,1
0.76530641,0.26176393,1
0.49268726,0.27434015,1
0.10792077,0.78117949,1
0.14931238,0.77663743,1
0.96233940,0.74283832,0
0.28986081,0.11661846,1
0.16692361,0.19080108,1
0.41492194,0.17419812,1
0.08983434,0.35997397,1
0.58572650,0.30115706,1
0.60756618,0.18197794,1
0.48668194,0.29005802,1
0.28114584,0.90831244,1
0.05288633,0.00753486,1
0.44406778,0.85173249,1
0.34623596,0.76279312,1
0.57498020,0.78282326,1
0.94541234,0.17378381,1
0.86136663,0.41976789,1
0.18234925,0.33996943,1
0.70832384,0.53368431,1
0.23798634,0.48837203,1
0.48463246,0.50085545,1
0.82579422,0.01717827,1
0.53001100,0.38257316,1
0.08397219,0.23741034,1
0.97547227,0.31072459,0
0.77025628,0.97345084,0
0.05260130,0.30787069,1
0.90997070,0.74328387,0
0.79207277,0.79152822,0
0.31057522,0.47332132,1
0.27379423,0.87076980,1
0.73842508,0.84000397,0
0.16319506,0.51444429,1
0.56087238,0.19419226,1
0.36655906,0.01688002,1
0.59250605,0.59937674,1
0.10637461,0.58748150,1
0.11254799,0.14367288,1
0.07968972,0.00136985,1
0.52175921,0.81044203,1
0.21675356,0.66045308,1
0.37596345,0.73239470,1
0.90569961,0.04152277,1
0.52606595,0.97123384,0
0.52523136,0.26844603,1
0.55612940,0.78753483,1
0.47132382,0.54932749,1
0.67169642,0.05828334,1
0.61612296,0.22828531,1
0.99326605,0.46878174,0
0.78116506,0.87375438,0
0.30781147,0.23309802,1
0.25879860,0.19743423,1
0.33653301,0.92589074,1
0.48982847,0.66978192,1
0.09048168,0.24255371,1
0.53224760,0.16675468,1
0.23194811,0.65291202,1
0.53682685,0.69876599,1
0.94488734,0.95606315,0
0.11798834,0.80631828,1
0.50796533,0.67331141,1
0.95525849,0.25117806,1
0.44020191,0.47759685,1
0.71070182,0.67631447,1
0.34591290,0.42207417,1
0.06601305,0.62770212,1
0.95473564,0.94962096,0
0.38755023,0.21915606,1
0.70155823,0.91695398,0
0.04118413,0.33815062,1
0.15427496,0.51188630,1
0.30883306,0.07386982,1
0.04091687,0.23508304,1
0.03316776,0.34581405,1
0.57841104,0.54514456,1
0.03101158,0.03346658,1
0.82727605,0.03012251,1
0.67954135,0.47057357,1
0.41630113,0.02247956,1
0.40608883,0.95829248,0
0.12480978,0.06197271,1
0.85005879,0.97837031,0
0.12287801,0.03252202,1
0.37459481,0.66844261,1
0.71786541,0.26476774,1
0.99075776,0.89747155,0
0.76633829,0.22496006,1
0.48031852,0.85942137,1
0.87234759,0.90731692,0
0.74648291,0.39775506,1
0.74207371,0.54119140,1
0.74226499,0.10382737,1
0.30688453,0.57867044,1
0.09231421,0.09142711,1
0.70541263,0.64893121,1
0.91443264,0.46141186,0
0.02389035,0.13323738,1
0.93969202,0.32422870,1
0.69088042,0.54619819,1
0.83050883,0.60261512,0
0.97540516,0.77959818,0
0.66596401,0.29967329,1
0.15230785,0.96176374,1
0.95968956,0.79039198,0
0.32111448,0.80006170,1
0.63671476,0.19479658,1
0.03992896,0.07135388,1
0.51051885,0.93386471,0
0.91906744,0.46937123,0
0.06613760,0.30787072,1
0.57932991,0.87306345,0
0.06950946,0.01960767,1
0.22879001,0.90245903,1
0.03811891,0.14199057,1
0.61270064,0.88847667,0
0.45947960,0.78219306,1
0.04080288,0.73317814,1
0.15751174,0.13252614,1
0.48254913,0.14905170,1
0.80971235,0.58032805,1
0.47039193,0.63562930,1
0.88594699,0.61418605,0
0.86735338,0.07016264,1
0.85932231,0.72500771,0
0.39114198,0.15983394,1
0.77413625,0.07464183,1
0.61158043,0.56580168,1
0.65117443,0.95888889,0
0.52236640,0.96223950,0
0.89331168,0.78711867,0
0.68609226,0.61081344,1
0.83354557,0.15445001,1
0.49545884,0.91501921,0
0.94209820,0.82598007,0
0.42790425,0.49534053,1
0.60215724,0.58677560,1
0.85880095,0.76608711,0
0.89968818,0.44919732,0
0.76841211,0.46623284,1
0.01180144,0.13168138,1
0.26693538,0.33128878,1
0.82960963,0.18195017,1
0.36482468,0.30927274,1
0.23011436,0.69273341,1
0.44263262,0.92428243,0
0.23040545,0.06261536,1
0.02198239,0.78127521,1
0.02567144,0.33644968,1
0.11719988,0.99603605,0
0.94731706,0.03194881,1
0.92563564,0.09729971,1
0.07420088,0.67783016,1
0.35265806,0.72759295,1
0.98131293,0.60586953,0
0.42131165,0.60194123,1
0.96924460,0.68391955,0
0.99730706,0.93836123,0
0.49635020,0.51828980,1
0.38753888,0.56939566,1
0.08366222,0.00303573,1
0.74338490,0.12551564,1
0.52928442,0.55671227,1
0.57501370,0.35023522,1
0.33200967,0.50981045,1
0.10617257,0.84490931,1
0.60219342,0.83260757,0
0.35267377,0.21304947,1
0.91645372,0.83758754,0
0.53708249,0.94793963,0
0.23389710,0.06802691,1
0.30545229,0.31972301,1
0.31934810,0.31573787,1
0.84983104,0.69251013,0
0.46365923,0.21413746,1
0.76646078,0.85214263,0
0.47814515,0.27274266,1
0.34762329,0.34315065,1
0.40820783,0.96600908,0
0.14555581,0.14347175,1
0.00426565,0.72251773,1
0.91850811,0.45187718,0
0.52150089,0.12055844,1
0.07097396,0.42115501,1
0.39192495,0.20817442,1
0.00005436,0.03511058,1
0.27167752,0.67204487,1
0.90896529,0.04817956,1
0.01776902,0.17790219,1
0.20973814,0.59095711,1
0.57274830,0.90060186,0
0.93959677,0.99656260,0
0.36243263,0.04952746,1
0.85259336,0.20449701,1
0.46584189,0.66755831,1
0.31854665,0.99597347,0
0.84249407,0.41533715,1
0.45872465,0.29299745,1
0.96880215,0.75613809,0
0.74206644,0.57292336,1
0.08395679,0.43898973,1
0.05367082,0.00461047,1
0.33459246,0.04414841,1
0.22712022,0.86761814,1
0.32347003,0.80670673,1
0.81671453,0.87664777,0
0.77188039,0.72977561,0
0.30914870,0.33834621,1
0.21822800,0.07739601,1
0.95978570,0.36944845,0
0.19364020,0.90538627,1
0.58902305,0.57616985,1
0.90899801,0.99191588,0
0.99815834,0.77553576,0
0.87282199,0.33080044,1
0.46838859,0.92717481,0
0.38749608,0.91836923,1
0.69433188,0.46593165,1
0.21792330,0.87674552,1
0.61098826,0.61421829,1
0.51412958,0.90168083,0
0.28676203,0.08040145,1
0.08130715,0.95743769,1
0.86892945,0.39440230,1
0.54311544,0.68997836,1
0.01217137,0.55588937,1
0.15371525,0.59399241,1
0.79432118,0.86014754,0
0.24808078,0.26193842,1
0.49051785,0.68107057,1
0.89230549,0.29165956,1
0.37313235,0.76538503,1
0.79684556,0.35319418,1
0.63839465,0.35477030,1
0.39698467,0.72981113,1
0.99979830,0.95088327,0
0.97007990,0.77836335,0
0.98071754,0.39033633,0
0.76643026,0.16052483,1
0.10482307,0.79659188,1
0.53409231,0.47434670,1
0.17011708,0.03525586,1
0.50886053,0.60182536,1
0.92826438,0.49204478,0
0.18000016,0.78481734,1
0.38095924,0.29941690,1
0.80520213,0.34637588,1
0.56075245,0.37021676,1
0.53462178,0.24972779,1
0.97718358,0.15643772,1
0.93609077,0.23288772,1
0.43021402,0.93654615,0
0.92213261,0.62162322,0
0.02593115,0.84117877,1
0.68500692,0.98127973,0
0.14523257,0.80454612,1
0.54101747,0.60626149,1
0.70510310,0.67090404,1
0.93900150,0.84075582,0
0.22138046,0.13195542,1
0.27443141,0.00658903,1
0.96734107,0.98691761,0
0.00051396,0.46766812,1
0.42660430,0.78644180,1
0.60888016,0.52041668,1
0.85778248,0.50469911,1
0.17267016,0.15342851,1
0.54529780,0.12382184,1
0.23343776,0.35288721,1
0.08673050,0.87118113,1
0.72161454,0.04091296,1
0.94779056,0.06097499,1
0.30889776,0.26670876,1
0.62425596,0.54880542,1
0.64547706,0.72527069,1
0.02177925,0.93880814,1
0.34399945,0.92656159,1
0.24427518,0.27565482,1
0.07940381,0.80477649,1
0.62711346,0.52659613,1
0.48790616,0.67953044,1
0.39942163,0.69815725,1
0.90230018,0.53205723,0
0.77707183,0.65490258,0
0.51646918,0.43497267,1
0.97012395,0.62434244,0
0.66934341,0.18443406,1
0.44499132,0.04339773,1
0.51397920,0.79001039,1
0.74988097,0.02624279,1
0.76484638,0.93033469,0
0.19395110,0.38022551,1
0.50645518,0.13356891,1
0.50312263,0.64722013,1
0.58912987,0.95338285,0
0.60324568,0.47882962,1
0.51761556,0.58900118,1
0.85928410,0.57055193,0
0.68055308,0.83739793,0
0.74924654,0.48062626,1
0.25281620,0.31410864,1
0.87490982,0.12894246,1
0.85105079,0.46084073,1
0.92718369,0.44110602,0
0.65528762,0.05959634,1
0.19696373,0.76507884,1
0.44144636,0.27362901,1
0.48760557,0.77139932,1
0.06711303,0.62482417,1
0.89466727,0.47421095,0
0.96523839,0.57235771,0
0.80386168,0.73868197,0
0.60017282,0.04887305,1
0.58655572,0.95449990,0
0.69157499,0.00685166,1
0.85234660,0.94277591,0
0.46642488,0.74142164,1
0.15306436,0.85306007,1
0.93233204,0.57646734,0
0.63676703,0.70864248,1
0.54548699,0.89723647,0
0.68516445,0.15473251,1
0.73671454,0.24006425,1
0.79551452,0.65743864,0
0.57910699,0.44522667,1
0.92341948,0.26681864,1
0.43417048,0.79105914,1
0.96148461,0.44238880,0
0.43945158,0.94092125,0
0.27575663,0.92798281,1
0.58196241,0.97323042,0
0.57096469,0.32165009,1
0.78950477,0.33286765,1
0.52613831,0.19341330,1
0.19529998,0.13810860,1
0.30869910,0.32039258,1
0.95402271,0.56810200,0
0.83158737,0.84440172,0
0.38335937,0.55377012,1
0.17673017,0.87867326,1
0.50483197,0.49769813,1
0.15244643,0.84837484,1
0.98199284,0.15345117,1
0.53232998,0.71917105,1
0.12272726,0.42964271,1
0.52935243,0.98261470,0
0.80242521,0.03780806,1
0.49051592,0.88465887,0
0.31353664,0.95327258,0
0.08339191,0.97974586,1
0.41712162,0.47369629,1
0.21074240,0.76917714,1
0.22728595,0.52903718,1
0.72484410,0.60673559,1
0.80607569,0.75570863,0
0.50139445,0.55209702,1
0.20474569,0.25654408,1
0.34735829,0.56386167,1
0.85488355,0.17671414,1
0.27973807,0.96670538,0
0.32809860,0.72269553,1
0.63795614,0.95154297,0
0.95514607,0.92555630,0
0.38518739,0.67099953,1
0.23057880,0.87601560,1
0.68804824,0.37951252,1
0.32978955,0.29230276,1
0.50705415,0.92810082,0
0.09330238,0.49603322,1
0.75723904,0.09651864,1
0.68686640,0.11169412,1
0.66782647,0.44928586,1
0.10942363,0.74746913,1
0.83843088,0.74983764,0
0.13385610,0.67712885,1
0.45678651,0.54114485,1
0.41158733,0.54426056,1
0.22453877,0.78703737,1
0.91315752,0.76822227,0
0.93052864,0.82869828,0
0.86067986,0.17287642,1
0.22993536,0.30415338,1
0.10063318,0.50378072,1
0.97029972,0.56864846,0
0.67341632,0.32890269,1
0.15643489,0.73700672,1
0.69407886,0.18607637,1
0.66621071,0.66293687,1
0.98972481,0.90454197,0
0.67618912,0.79934025,0
0.06639250,0.16493680,1
0.94836706,0.79079849,0
0.88943869,0.88048685,0
0.48508662,0.99062067,0
0.92386991,0.32690266,1
0.83167499,0.19866183,1
0.12195728,0.30596292,1
0.99969095,0.10058604,0
0.18918133,0.88547915,1
0.78058791,0.84170604,0
0.12451751,0.82417762,1
0.27707031,0.12822092,1
0.32734272,0.40596622,1
0.07558781,0.78156924,1
0.04640749,0.37194550,1
0.70206606,0.47154126,1
0.93297023,0.94509214,0
0.36539316,0.48141602,1
0.22157028,0.72323596,1
0.27936372,0.73826051,1
0.96952182,0.40207678,0
0.28786805,0.56803894,1
0.54791248,0.79913741,1
0.36724082,0.33384442,1
0.72218120,0.24500278,1
0.10796555,0.29487637,1
0.86406618,0.54075903,0
0.86707073,0.58858705,0
0.58011377,0.15081140,1
0.92446393,0.17949577,1
0.30328688,0.27531099,1
0.41818890,0.72766650,1
0.18103184,0.91198331,1
0.81545866,0.32270640,1
0.52936530,0.05118883,1
0.55404150,0.22536576,1
0.20280172,0.68035829,1
0.46602860,0.60513568,1
0.08259667,0.08873189,1
0.93475699,0.51210195,0
0.14161478,0.02034400,1
0.55574465,0.74588490,1
0.18755335,0.47077340,1
0.72937649,0.44560325,1
0.57540238,0.08664793,1
0.61788756,0.12340727,1
0.31417444,0.62413555,1
0.87001717,0.86495894,0
0.30876338,0.79540515,1
0.02450824,0.61296350,1
0.98020154,0.07804318,1
0.78290093,0.40301013,1
0.45002231,0.37509152,1
0.58739018,0.23230338,1
0.65326101,0.75549656,1
0.59332103,0.00758553,1
0.22637194,0.40184435,1
0.28276759,0.35519961,1
0.38867706,0.83781111,1
0.47524896,0.62229049,1
0.71564525,0.62256360,1
0.51367790,0.21354862,1
0.62192547,0.99534273,0
0.18948635,0.14630461,1
0.72802770,0.00292813,1
0.94775665,0.61150002,0
0.64894086,0.61257839,1
0.55986834,0.92153811,0
0.02796897,0.48886156,1
0.45331076,0.97601181,0
0.35965294,0.59936571,1
0.37744826,0.37569571,1
0.81599694,0.06870732,1
0.89425445,0.77698892,0
0.64267522,0.82574725,0
0.78499126,0.11835583,1
0.67591637,0.47791731,1
0.93447560,0.21553968,1
0.60313743,0.47569194,1
0.53231728,0.36711836,1
0.35394076,0.17975990,1
0.09200796,0.87895566,1
0.90520120,0.78765702,0
0.00587580,0.75785369,1
0.24310671,0.15854205,1
0.26340339,0.24951437,1
0.26360360,0.49275568,1
0.49091119,0.14239481,1
0.57166654,0.67186695,1
0.83535582,0.50750589,1
0.09944525,0.79227656,1
0.94494134,0.04202812,1
0.19317529,0.20025189,1
0.21209314,0.50822610,1
0.27850240,0.25889257,1
0.68271023,0.80605918,0
0.70768231,0.78625989,0
0.19946149,0.77630794,1
0.90828615,0.42905059,0
0.99812365,0.25421974,0
0.00925361,0.91240901,1
0.50849193,0.85506105,1
0.53896356,0.85888380,0
0.20934863,0.93668777,1
0.45570686,0.80940807,1
0.02434554,0.31115884,1
0.80350226,0.15916292,1
0.01894530,0.31933552,1
0.67763382,0.65645432,1
0.94602638,0.33416247,0
0.43763262,0.92893219,0
0.66464448,0.01956007,1
0.80432189,0.49633420,1
0.54411733,0.34189609,1
0.87496167,0.51807123,0
0.63046509,0.20075446,1
0.85718328,0.42607555,1
0.76875556,0.10657485,1
0.42855984,0.07170680,1
0.40999609,0.00924809,1
0.36832264,0.13188578,1
0.55369663,0.11993974,1
0.39886230,0.63215429,1
0.40342692,0.45993337,1
0.96566498,0.35156718,0
0.27783293,0.10938746,1
0.45945868,0.61757857,1
0.90438056,0.43166542,0
0.52179152,0.85285026,1
0.35741371,0.04164925,1
0.26466340,0.95104736,1
0.84375387,0.05326736,1
0.64035439,0.62232214,1
0.22866900,0.30171722,1
0.60884482,0.18107131,1
0.59444582,0.49526978,1
0.77888495,0.01176654,1
0.23649785,0.12436570,1
0.29558152,0.36749470,1
0.21189344,0.29191655,1
0.28993940,0.03541697,1
0.60259491,0.62161678,1
0.74982554,0.56548023,1
0.84666747,0.82102299,0
0.65345860,0.63269627,1
0.47777364,0.20340675,1
0.28813586,0.08109613,1
0.41463685,0.29832095,1
0.66947550,0.19893171,1
0.87816197,0.63549143,0
0.30746132,0.20887539,1
0.21510498,0.19360960,1
0.32696289,0.11459520,1
0.82488388,0.48931736,1
0.86323190,0.37938887,1
0.04886888,0.15174358,1
0.01952579,0.10875297,1
0.23325914,0.67587709,1
0.40672734,0.82638913,1
0.18057434,0.18643174,1
0.15582821,0.19101341,1
0.68597305,0.00226998,1
0.55831486,0.55359852,1
0.55854464,0.34302557,1
0.03064617,0.72499025,1
0.94402581,0.53696710,0
0.05184376,0.45594901,1
0.64138293,0.70852256,1
0.18857403,0.06311094,1
0.66833907,0.61053747,1
0.89226747,0.29696375,1
0.36602426,0.93174613,0
0.24690755,0.76325458,1
0.64330035,0.60318077,1
0.46742034,0.19882229,1
0.49164718,0.58054143,1
0.09899729,0.07818544,1
0.24936363,0.97941542,0
0.10744200,0.30188864,1
0.38737363,0.62199622,1
0.47537470,0.53393006,1
0.25363362,0.55183649,1
0.90946126,0.69214565,0
0.27333307,0.24868655,1
0.11603796,0.57433516,1
0.79341733,0.87742913,0
0.18284008,0.33066493,1
0.32610056,0.45161149,1
0.31646308,0.44237262,1
0.53367978,0.02683535,1
0.00968387,0.64699674,1
0.26729414,0.37901184,1
0.43587017,0.72712469,1
0.00586822,0.42393482,1
0.30916229,0.28625336,1
0.98992431,0.36448461,0
0.10783242,0.11260551,1
0.84712130,0.21636230,1
0.23212382,0.05636530,1
0.30491346,0.76132286,1
0.03801287,0.99731749,1
0.16544466,0.39414501,1
